Date,NSE_NO_OF_CONT,NSE_NO_OF_TRADE,NSE_NOTION_VAL,NSE_PR_VAL,BSE_TTL_TRADED_QTY,BSE_TTL_TRADED_VAL,BSE_AVG_TRADED_PRICE,BSE_NO_OF_TRADES,NSE_CAT_RETAIL_BUY_CR,NSE_CAT_RETAIL_SELL_CR,NSE_CAT_RETAIL_AVG_CR,NSE_EQ_RETAIL_BUY_CR,NSE_EQ_RETAIL_SELL_CR,NSE_EQ_RETAIL_AVG_CR,MRG_OUTSTANDING_BOD_LAKHS,MRG_FRESH_EXP_LAKHS,MRG_EXP_LIQ_LAKHS,MRG_NET_EOD_LAKHS
21-10-2025,14720876.00,7251889.00,27065375068144.80,77760166862.30,329052500.00,27811868419.05,40905496.5993,4949991.00,11003.29,11978.84,11491.07,12172.91,10862.24,11517.58,10842063.12,146445.18,102926.37,10885581.93
23-10-2025,87436766.00,43099349.00,158200268628768.50,509741953568.50,8773959090.00,745610935601.50,62041822.4237,87000591.00,73970.56,76069.99,75020.28,36751.11,39363.49,38057.30,10885342.42,434800.76,493299.23,10826843.94
27-10-2025,,,,,406316970.00,34527030100.43,44300428.3336,8967541.00,87414.89,90216.85,88815.87,35697.05,37684.30,36690.68,10895126.48,365228.26,434965.23,10825389.52
28-10-2025,415677120.00,138068381.00,806583159301926.75,982510899401.75,520104110.00,44152287490.88,46739468.2769,11545991.00,108365.46,104359.47,106362.46,40165.55,39049.58,39607.57,10825231.72,451205.81,368155.16,10908282.36
29-10-2025,59277130.00,30210682.00,109045948015811.91,485269919391.90,1944089780.00,164882163032.52,53151887.0952,27619604.00,54632.31,55824.42,55228.36,41537.16,44549.12,43043.14,10908270.89,426299.04,484690.94,10849878.99
30-10-2025,62386690.00,30291149.00,116143067077395.64,426817996723.15,8079237740.00,681100031067.32,67589367.2701,74447293.00,50181.55,44020.39,47100.97,39996.06,38656.30,39326.18,10849852.14,447413.28,334594.38,10962671.05
03-11-2025,136731574.00,50983032.00,258612175323560.81,585889333883.30,497518800.00,41970239762.96,51736803.3826,10361242.00,52343.33,50789.46,51566.40,37275.04,38041.37,37658.21,10997397.30,408430.33,377984.80,11027842.83
04-11-2025,288546441.00,83039404.00,550611992963905.12,630441949030.10,610439200.00,51396358076.45,47624510.7613,11012572.00,54569.99,49799.94,52184.96,38160.77,35983.13,37071.95,11029700.40,425319.86,321856.00,11133164.26
06-11-2025,65675525.00,30444427.00,119479454899103.84,398958930518.85,8968652090.00,749329571926.16,58875375.1753,77416552.00,44041.22,42993.31,43517.26,37289.88,36814.07,37051.97,11133169.29,394813.65,334875.64,11193107.31
07-11-2025,126457952.00,50669139.00,234185185293042.84,639593376027.84,447718890.00,37334060996.71,45202943.5177,9814440.00,60713.82,58990.51,59852.17,38748.41,40190.11,39469.26,11193107.13,326354.27,376688.64,11142772.76
10-11-2025,131609440.00,47352095.00,245359510385094.62,515548011404.61,405744330.00,33971865820.29,44489842.2950,8278267.00,45513.22,45778.82,45646.02,37799.91,38392.67,38096.29,11140282.85,373545.35,362414.97,11151413.23
11-11-2025,348056735.00,100552843.00,660956826666494.62,775823973424.61,588351320.00,49236417471.21,47087718.4584,11047886.00,63373.79,63119.03,63246.41,37748.44,38829.88,38289.16,11151362.26,344881.75,377117.24,11119126.78
12-11-2025,56508202.00,28852826.00,99473000181136.06,411813170288.56,1935420030.00,163427404870.95,50698383.7157,26354401.00,47537.75,52787.27,50162.51,42120.66,45121.72,43621.19,11119126.63,416532.51,472536.04,11063123.10
13-11-2025,66134741.00,33126497.00,119285451661145.94,438312723678.43,9709196480.00,821445227130.20,56177547.5985,88727443.00,49003.88,51135.61,50069.74,42488.79,42226.39,42357.59,11063122.75,441752.21,392628.24,11112246.72
14-11-2025,131903806.00,59562493.00,247266655814764.25,727022281404.26,441574350.00,37389002631.86,39989842.2954,10351286.00,65558.61,61719.57,63639.09,38785.59,39012.95,38899.27,11112246.50,373311.54,344092.90,11141465.14
17-11-2025,125370275.00,48896139.00,235118132357601.53,525716585214.69,374424190.00,31818773369.06,43446763.6776,8021018.00,49683.30,51064.00,50373.65,38493.29,39888.38,39190.83,11141465.14,429648.96,420531.64,11150582.46
18-11-2025,296035676.00,87580196.00,567449723143791.38,673545817210.09,496342240.00,42145498736.03,43963557.4610,9744520.00,59546.32,56724.95,58135.63,38482.80,36758.93,37620.87,11150565.45,369637.43,249980.93,11270221.96
19-11-2025,64861760.00,33120691.00,115136508913952.28,437408623147.39,1871046700.00,158959947214.30,51206101.8023,25734562.00,52661.92,54191.48,53426.70,36350.58,38771.75,37561.17,11270084.89,303670.48,353042.00,11220713.38
20-11-2025,65411567.00,31799436.00,116463097705728.11,376627527516.56,7551111530.00,645556478238.51,60660689.6199,67385352.00,55959.69,59752.92,57856.31,36360.89,36723.07,36541.98,11220852.01,365918.28,346336.72,11240433.57
21-11-2025,113582222.00,51537026.00,210995099688186.38,603641675161.06,327502630.00,28068773717.81,43993856.8742,7390947.00,77074.31,75570.64,76322.48,33152.42,32554.74,32853.58,11240433.47,329204.90,250312.29,11319326.09
24-11-2025,144575801.00,60594155.00,274080763488152.22,592912751260.38,374516960.00,32037586460.22,44503445.5717,8051233.00,80000.70,81155.87,80578.29,31130.78,32524.34,31827.56,11319316.71,269831.81,309922.74,11279225.79
25-11-2025,352509755.00,113483028.00,687898967722258.00,754198629482.94,501031400.00,42723236239.37,51076416.5298,10355093.00,93101.35,94255.78,93678.57,28503.72,29186.49,28845.11,11279225.63,246197.48,244707.06,11280716.05
26-11-2025,57385007.00,27765222.00,107655442759101.75,411709254036.69,2055500500.00,175003824503.90,51440818.4510,26311422.00,46920.08,50767.65,48843.87,31561.46,34970.69,33266.07,11280714.72,269216.09,364766.12,11185164.69
27-11-2025,65273656.00,30501277.00,123982882912370.78,410750157991.78,9285055280.00,792191929874.84,66876928.9693,86469635.00,45337.00,42293.85,43815.43,31629.41,31635.79,31632.60,11185164.69,330385.58,270473.02,11245077.25
28-11-2025,85633864.00,35879172.00,164209134612688.44,459100084271.23,347669160.00,29947145690.96,42075824.1911,7808152.00,41149.36,39789.64,40469.50,30513.45,31149.02,30831.24,11245077.09,274383.60,263860.55,11255600.13
01-12-2025,142155411.00,52236885.00,274975624272615.97,579626434582.21,504813020.00,43433530971.62,42419448.8203,10174178.00,50609.12,49509.54,50059.33,32726.80,33254.89,32990.85,11255594.13,310002.65,309897.20,11255699.58
02-12-2025,291845868.00,84967753.00,567508170245750.38,635645556879.38,520696630.00,44623305730.63,47965905.7966,9687762.00,51091.02,47022.80,49056.91,31293.26,30683.89,30988.57,11255692.95,286791.42,242084.00,11300400.37
03-12-2025,57276483.00,27498078.00,106424037704178.31,389232703351.02,2342928760.00,199562882787.02,50909456.6209,29866492.00,46266.35,41357.23,43811.79,32142.98,32026.90,32084.94,11300400.37,296432.15,269314.74,11327517.78
04-12-2025,59864968.00,28073183.00,111796052369383.34,360623957860.44,9450346010.00,805570913993.77,56043263.3717,81725740.00,38792.38,39661.05,39226.71,29854.25,31256.55,30555.40,11327517.78,251467.13,284559.56,11294425.35
05-12-2025,118274684.00,49292783.00,224719945623261.88,576860400891.97,488663230.00,41946889247.84,42226354.5466,10655051.00,52663.44,55390.57,54027.01,30293.59,32038.60,31166.10,11294420.20,253808.00,324695.97,11223532.23
08-12-2025,167114987.00,60878798.00,319526855427870.44,636763270143.78,566456330.00,48460044642.43,50872132.2422,11774825.00,58104.03,55835.14,56969.58,33736.47,33212.60,33474.54,11223532.18,329602.89,341012.74,11212122.34
09-12-2025,376164789.00,112869765.00,723982769051014.62,838294345335.19,726194120.00,61783609003.34,48134774.8902,13712533.00,61564.03,60705.58,61134.81,34984.52,36402.19,35693.35,11212122.33,242512.12,309321.94,11145312.51
10-12-2025,73861069.00,35922518.00,136895646470498.17,484116898611.02,2745791110.00,232914234749.72,45740187.8854,35670736.00,45105.00,43465.82,44285.41,34122.14,32873.66,33497.90,11143564.22,271745.87,212282.38,11203027.70
11-12-2025,76585133.00,36434204.00,142195394509862.91,451638654172.11,9478710620.00,802879301828.95,56570784.9919,89773365.00,41438.97,43492.94,42465.96,29739.45,31545.68,30642.57,11203027.70,202837.03,236426.67,11169438.07
12-12-2025,108259332.00,45485281.00,203688400906944.38,542503321631.01,445991280.00,38106049579.54,40728962.6442,9088027.00,49743.43,50369.83,50056.63,31990.82,33957.25,32974.04,11169437.99,253195.00,323059.83,11099573.16
15-12-2025,140755032.00,52538590.00,268023789033579.56,536629595663.22,495377190.00,42245627818.45,42128988.5790,9657453.00,46671.85,44772.31,45722.08,32171.18,31696.63,31933.90,11098507.86,259471.56,240085.30,11117894.12
16-12-2025,273603204.00,79214972.00,525572362043348.12,586124834047.01,547658540.00,46610604311.44,44244134.6002,9676085.00,48762.71,46140.66,47451.68,30910.58,29247.78,30079.18,11117893.76,292214.15,198072.39,11212035.52
17-12-2025,56316776.00,27824622.00,102609483292645.80,361664363462.05,2227815240.00,188903683913.93,47234546.5696,28111890.00,36842.34,35766.80,36304.57,31911.42,32044.89,31978.15,11212035.05,273903.42,231698.69,11254239.78
18-12-2025,66758431.00,31674387.00,121258920563764.50,373024705867.90,8767981740.00,741784940562.62,53882296.7593,79046508.00,39686.80,40490.57,40088.68,32156.64,33821.22,32988.93,11254239.00,217476.26,266783.93,11204931.32
19-12-2025,95661934.00,39702339.00,175822533380181.03,462570004681.67,427513750.00,36395293957.88,39646576.7462,8164988.00,45820.21,49013.83,47417.02,34736.25,40301.95,37519.10,11204931.09,234623.87,324131.17,11115423.79
22-12-2025,96063617.00,36330037.00,175542339848614.31,379730447228.30,433018800.00,36964635149.84,42011899.9563,7326237.00,43778.95,45577.04,44677.99,36819.70,38785.79,37802.74,11115423.79,352836.19,380220.53,11088039.44
23-12-2025,260803880.00,75959610.00,500656667546370.69,519469544122.33,726827940.00,62104435508.23,44778746.3692,11510039.00,48306.61,49066.88,48686.74,36955.31,36621.15,36788.23,11088021.09,364619.49,308018.04,11144622.54
24-12-2025,57993036.00,28650413.00,101158838131516.53,294196865421.49,7169069000.00,609967696857.14,55078997.3559,62919218.00,48474.43,47292.46,47883.44,37373.17,36590.43,36981.80,11138938.09,410027.89,312890.51,11236075.46
26-12-2025,82327817.00,35789157.00,147808212173658.06,346807152769.39,314436570.00,26883902945.69,36934754.0014,6172633.00,55640.48,52864.47,54252.48,37964.33,36650.11,37307.22,11236025.27,361748.40,304323.04,11293450.63
29-12-2025,130665280.00,50877088.00,242028789345435.84,439982264973.51,455885080.00,38837875856.28,37574972.3935,8101800.00,68555.97,66796.36,67676.17,43855.07,43265.67,43560.37,11293450.20,428893.21,315296.16,11407047.25
30-12-2025,341469130.00,106955155.00,660344140425075.50,647848512508.32,583833190.00,49625235929.60,47520957.9749,10999495.00,84538.64,85784.16,85161.40,37583.86,36833.56,37208.71,11407047.25,317277.64,298753.21,11425571.68
31-12-2025,,,,,2523249270.00,214884252259.12,42903461.4069,29879867.00,42923.38,45644.17,44283.77,40069.05,41689.68,40879.37,11425570.37,349659.49,385361.19,11389868.67
01-01-2026,54765232.00,23425951.00,88754945222540.84,252693487335.25,8443298970.00,720212298780.48,50188027.9348,71206234.00,33344.14,31079.24,32211.69,35746.37,33451.52,34598.94,11389863.57,362744.16,298233.81,11454373.92
02-01-2026,99019148.00,36474154.00,162313885405059.31,402189463998.85,385769740.00,33089400177.16,41635042.4055,7017549.00,46505.38,49695.72,48100.55,43509.79,44393.45,43951.62,11454373.37,421525.52,521305.16,11354593.73
05-01-2026,180887619.00,63658331.00,302624953684064.38,568133545594.30,708224690.00,60738359880.84,44527895.2037,13358717.00,54110.86,53168.78,53639.82,40171.17,40522.24,40346.71,11354593.60,487444.11,430435.37,11411602.34
06-01-2026,345888243.00,93644524.00,582016464381725.25,636579913562.75,773021710.00,66043187948.42,43397399.3880,12877674.00,56194.03,54152.25,55173.14,40015.01,38520.55,39267.78,11411600.82,471194.49,383254.56,11499540.75
07-01-2026,77110679.00,34363931.00,124175254039700.39,411235101937.00,2860191760.00,243367757892.41,44123242.8825,33907329.00,46538.52,44668.22,45603.37,38275.37,38095.17,38185.27,11499539.88,417666.75,372184.59,11545022.03
08-01-2026,91255515.00,39396410.00,147518882706949.19,424397759488.10,9447951410.00,798919953948.15,56218888.1652,83647699.00,50638.89,47849.71,49244.30,39351.00,38330.36,38840.68,11545022.03,452712.32,379395.54,11618338.81
09-01-2026,155918816.00,61715488.00,255214252927790.59,672623001500.50,613619630.00,51629617255.48,49823385.9342,12569229.00,59337.76,57777.43,58557.60,35369.13,36151.92,35760.52,11618338.80,313517.31,337846.77,11594009.34
12-01-2026,243313310.00,86874042.00,400217980167229.38,850941765775.95,788293610.00,65992713098.48,61042416.6122,16329792.00,64787.50,63820.38,64303.94,35622.87,38059.06,36840.96,11594009.34,295106.83,389727.07,11499389.11
13-01-2026,484008447.00,138472700.00,803995340203910.75,926828374438.00,1265678870.00,106193881663.20,61645482.3958,22523791.00,62139.07,61158.93,61649.00,34720.10,33228.75,33974.43,11499389.11,331441.15,280288.05,11550542.21
14-01-2026,78761354.00,39936821.00,124810295333776.69,473501890656.95,10892088190.00,910266530837.99,64804423.2051,97921048.00,46348.04,46028.45,46188.24,37479.48,38089.62,37784.55,11550541.76,354616.74,333561.69,11571596.81
16-01-2026,165369768.00,66660032.00,268448176812593.12,751634587186.85,583140840.00,49047579221.05,51968421.2651,12853786.00,65109.44,64535.84,64822.64,40957.21,40028.22,40492.71,11568184.35,403476.36,370318.89,11601341.82
19-01-2026,203845503.00,74086664.00,330287000164751.81,713787770356.10,621706800.00,51961645525.27,49502713.6539,12517159.00,60616.17,59158.84,59887.50,39538.52,37664.50,38601.51,11600822.86,389931.54,312094.44,11678659.97
20-01-2026,419426890.00,118327042.00,684539231932115.25,827593435782.75,724905790.00,60341495751.85,51171010.6842,13809949.00,68759.76,67971.38,68365.57,43291.16,41647.36,42469.26,11678490.60,414769.09,397439.07,11695820.62
21-01-2026,128725760.00,66898397.00,200910401928962.56,827872452491.70,3934415160.00,322718689050.59,58914530.9412,61558954.00,80064.68,81310.63,80687.65,44760.13,44731.49,44745.81,11695820.56,385932.24,425475.33,11656277.46
22-01-2026,114009721.00,57060438.00,178038193301703.69,636113678257.60,11304749730.00,929884031728.77,64665493.1966,120313030.00,71335.31,71619.30,71477.30,44626.73,44719.01,44672.87,11656277.18,373287.33,356918.90,11672645.61
23-01-2026,185140055.00,79476844.00,294714522182001.50,887752342950.25,544986180.00,44910644393.52,51594133.8497,12059229.00,,,,41658.36,39941.05,40799.71,11664161.15,398953.50,379770.76,11683343.89
27-01-2026,501952377.00,165212200.00,822142605722205.50,1202445040173.85,726990800.00,59582338761.13,54224138.8846,16315255.00,117797.19,120961.65,119379.42,40199.51,42494.37,41346.94,11683342.79,366473.87,449177.27,11600639.39
28-01-2026,56373240.00,31006484.00,87892005528745.25,573275407442.75,3213547480.00,264109587545.00,61678230.0446,45681724.00,58530.54,57722.30,58126.42,48461.45,50384.15,49422.80,11600639.35,464989.70,494542.94,11571086.11
29-01-2026,53861094.00,29536000.00,84203679962963.75,496813091878.75,10527659280.00,864374090195.95,71247126.3446,104678276.00,54013.47,51988.66,53001.07,55117.01,53415.78,54266.40,11571085.85,576232.46,423658.75,11723659.55
30-01-2026,85605219.00,42031107.00,136177852309304.25,756126511209.25,342026420.00,28320727175.51,47635280.2251,8648289.00,64163.63,63392.87,63778.25,60457.42,59188.59,59823.00,11723657.22,564202.38,518929.73,11768929.86
02-02-2026,229372608.00,85729400.00,366343115351132.62,1030643672422.65,631034050.00,51446807558.71,55743003.1617,14822608.00,71400.41,73140.85,72270.63,41855.11,43458.25,42656.68,11790155.17,264418.48,466802.20,11587771.45
03-02-2026,426546106.00,139532997.00,706390507204699.62,1307334536507.15,759584400.00,63784182092.22,50324133.2942,16463008.00,88571.96,95945.52,92258.74,51543.81,55941.13,53742.47,11583114.47,535050.78,647026.05,11471139.20
04-02-2026,66273445.00,33896897.00,103139074773463.16,508781665633.15,2609813140.00,218722513558.02,52852225.4692,37281153.00,50419.88,50744.85,50582.36,48755.55,47966.34,48360.94,11471138.25,510513.10,460499.57,11521151.79
05-02-2026,59738153.00,30048478.00,93803392206312.20,404722824147.20,9213723740.00,768752223762.41,64262337.0459,84209875.00,41510.29,38098.83,39804.56,41214.63,39221.53,40218.08,11512668.89,386104.07,339601.69,11559171.27
06-02-2026,133343469.00,55233291.00,215414150485040.66,693458943453.15,452469970.00,37827251757.15,51059992.5511,10143471.00,56986.35,55913.38,56449.86,37897.27,38547.95,38222.61,11567276.57,298041.88,335423.66,11529894.80
09-02-2026,136842020.00,51029359.00,222235502403143.81,550170715783.80,393539845.00,33073179354.27,56252017.5793,7913908.00,48899.10,51642.23,50270.67,41946.40,45965.70,43956.05,11526473.19,442050.47,488466.05,11480057.62
10-02-2026,359428384.00,96022013.00,598398932003654.25,664344782704.15,502777500.00,42344868406.55,55772827.4968,9522600.00,52227.27,53758.74,52993.00,43152.02,44318.53,43735.27,11480053.12,467367.89,442214.36,11505206.65
11-02-2026,62955334.00,30940567.00,97782293639336.95,404556245391.95,2162800200.00,182316217900.61,57282099.7876,26812729.00,43412.53,43860.88,43636.71,42008.86,42041.49,42025.18,11505206.54,426016.96,386696.91,11544526.59
12-02-2026,63214462.00,31291695.00,97481893367630.75,372478977238.25,9080939620.00,761385329531.93,64530190.0901,74953943.00,42748.79,42122.10,42435.44,42137.77,41932.86,42035.32,11544526.59,428470.56,350679.51,11622317.64
13-02-2026,118034988.00,50773103.00,186737762550620.91,606293669690.90,386157390.00,32136468960.48,49616509.9356,8529528.00,57375.15,54425.97,55900.56,43954.57,41412.59,42683.58,11622312.73,390257.07,330501.24,11682068.57
16-02-2026,167949014.00,63566982.00,271591080900134.44,669552440926.95,453177850.00,37686075542.13,52363465.0940,9617685.00,52655.88,54227.86,53441.87,33586.51,35114.20,34350.35,11682068.57,261858.99,328380.64,11615546.91
18-02-2026,74946166.00,37725989.00,116644162548465.81,454283314060.80,2425922310.00,202567383297.25,56276929.2665,32827139.00,50605.65,51090.32,50847.99,37414.60,38276.97,37845.79,11593462.87,318283.23,337412.01,11574334.09
19-02-2026,90463770.00,46453670.00,141955455110411.84,507039648744.35,10445976250.00,868529360769.87,63459552.1351,99984515.00,62971.57,60501.41,61736.49,37654.59,35521.61,36588.10,11574333.97,379588.81,289996.91,11663925.87
20-02-2026,150075510.00,68896007.00,241371010069320.69,854593002730.70,473394750.00,39348485646.75,47467897.6874,10669563.00,80006.73,84295.30,82151.01,32403.77,34711.71,33557.74,11663925.73,231623.34,304165.22,11591383.84
23-02-2026,189078381.00,75938117.00,308493078449693.94,829668261801.45,432840510.00,36071312391.73,51369808.0306,9596810.00,83686.42,84765.57,84225.99,35931.99,36997.20,36464.60,11591264.44,303074.57,333269.15,11561069.86
24-02-2026,470540426.00,147823765.00,786335216743532.25,1020210066912.30,575033160.00,47586865895.94,54926952.9949,11866392.00,101834.32,98449.32,100141.82,35212.31,35370.12,35291.21,11561069.28,339298.20,313813.19,11586554.28
25-02-2026,75446085.00,36719317.00,120984633413517.84,550060681600.35,2840716320.00,234465244483.68,62043885.3835,38898579.00,53136.26,54190.45,53663.35,37418.59,39809.41,38614.00,11586551.45,323918.63,395113.24,11515356.83
26-02-2026,75968370.00,35603112.00,122450002060169.05,473270862891.55,10871155170.00,892226031176.51,74823235.9673,101560879.00,45866.49,45006.63,45436.56,,,,11515356.70,309377.41,340304.92,11484429.19
27-02-2026,143275193.00,56107390.00,233159247465831.81,731069948481.80,411691570.00,33744718463.84,50220118.3144,8848507.00,,,,,,,,,,
